Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3
Khargosh,2009.0,94.0,Drama,7.7,24.0,Paresh Kamdar,,,
Khatarnaak,1990.0,223.0,"Action, Crime, Drama",5.2,82.0,Bharat Rangachary,Sanjay Dutt,Anita Raj,Farha Naaz
Khatron Ke Khiladi,1988.0,156.0,"Action, Drama",4.8,181.0,Rama Rao Tatineni,Dharmendra,Sanjay Dutt,Chunky Panday
Khatta Meetha,1978.0,128.0,"Comedy, Drama",7.5,862.0,Basu Chatterjee,Ashok Kumar,Rakesh Roshan,Bindiya Goswami
Khauff,2000.0,124.0,"Action, Crime, Drama",4.4,361.0,Sanjay Gupta,Sanjay Dutt,Manisha Koirala,Sharad S. Kapoor
Khayal Gatha,1989.0,103.0,"Drama, Music",6.6,34.0,Kumar Shahani,Mangal Dhillon,Rajat Kapoor,Mita Vashisht
Khazanchi,1958.0,51.0,Romance,5.8,12.0,Prem Narayan Arora,Shyama,Balraj Sahni,Chitra
Khazanchi,1941.0,171.0,Mystery,7.0,26.0,Moti B. Gidwani,M. Ismail,Ramola,Manorama
Khejdi,2018.0,92.0,Drama,8.1,27.0,Rohit Dwivedi,Priyanka Agarwal,Sahil Bhati,Bertwin Ravi Dsouza
Khel,1992.0,152.0,"Comedy, Drama, Romance",6.4,541.0,Rakesh Roshan,Aparajita,Prem Chopra,Madhuri Dixit
Khel,2003.0,174.0,"Action, Crime, Drama",4.0,467.0,Yusuf Khan,Sunny Deol,Sunil Shetty,Ajay Jadeja
Khel Khel Mein,1975.0,139.0,"Comedy, Mystery, Romance",7.5,367.0,Ravi Tandon,Rishi Kapoor,Neetu Singh,Rakesh Roshan
Khel Khilari Ka,1977.0,90.0,"Action, Thriller",6.2,49.0,Arjun Hingorani,Dharmendra,Shabana Azmi,Dhruv
Khel Toh Ab Shuru Hoga,2016.0,130.0,"Action, Thriller",5.2,10.0,Kunal v Singh,Ruslaan Mumtaz,Devshi Khanduri,Rohit Pathak
Khela,2008.0,97.0,"Comedy, Drama",7.2,222.0,Rituparno Ghosh,Haradhan Bannerjee,Manish Bhattacharya,Satbol Bhattacharya
Khilari,1968.0,138.0,"Action, Sci-Fi",6.8,19.0,Homi Wadia,Fearless Nadia,Dilip Raj,Uma
Khilona,1970.0,160.0,"Drama, Musical, Romance",7.2,327.0,Chander Vohra,Sanjeev Kumar,Mumtaz,Durga Khote
Khoj,1989.0,113.0,"Mystery, Thriller",7.1,272.0,Keshu Ramsay,Rishi Kapoor,Naseeruddin Shah,Kimi Katkar
Khoj,2017.0,116.0,"Crime, Mystery, Thriller",6.8,449.0,Arka Ganguly,Vikram Chatterjee,Shataf Figar,Poonam Gurung
Khokababu,2012.0,158.0,"Comedy, Romance",5.1,221.0,Shankaraiya,Ferdous Ahmed,Biswajit Chakraborty,Biplab Chatterjee
Khoobsurat,1999.0,153.0,"Action, Comedy, Romance",5.3,758.0,Sanjay Chhel,Sanjay Dutt,Urmila Matondkar,Om Puri
Khoon Aur Paani,1981.0,141.0,"Action, Drama",5.7,34.0,Chand,Feroz Khan,Jeetendra,Rekha
Khoon Ka Karz,1991.0,151.0,"Action, Crime, Drama",4.8,84.0,Mukul Anand,Vinod Khanna,Dimple Kapadia,Rajinikanth
Khoon Ka Rishta,1981.0,117.0,Action,4.1,7.0,Samir Ganguly,Jeetendra,Neetu Singh,Amjad Khan
Khoon Ki Keemat,1974.0,126.0,"Action, Thriller",6.1,9.0,Shibu Mitra,Mahendra Sandhu,Neelam Mehra,Roopesh Kumar
Khoon Ki Pyasi,1996.0,117.0,Horror,2.7,21.0,K.C. Handra,Rita Bhaduri,Ramesh Goyal,Javed Khan
Khoon Pasina,1977.0,210.0,"Action, Drama",6.2,357.0,Rakesh Kumar,Amitabh Bachchan,Vinod Khanna,Rekha
Khooni Ilaaka: The Prohibited Area,1999.0,87.0,Horror,5.6,21.0,Jitendra Chawda,Kishore Anand Bhanushali,Arif Khan,Anil Nagrath
Khooni Murdaa,1989.0,127.0,Horror,4.1,39.0,Mohan Bhakri,Deepak Parashar,Javed Khan,Sripradha
Khooni Panja,1991.0,130.0,Horror,5.5,41.0,Vinod Talwar,Anil Dhawan,Jagdeep,Javed Khan
Khopdi: The Skull,1999.0,97.0,Horror,2.8,8.0,Ramesh U. Lakhiani,Rajesh Bakshi,Shakti Kapoor,Sapna Sappu
Khota Paisa,1958.0,145.0,Drama,4.7,7.0,M. Sadiq,Johnny Walker,Shyama,Jeevan
Khote Sikkay,1974.0,132.0,"Action, Crime, Drama",6.2,109.0,Narendra Bedi,Feroz Khan,Rehana Sultan,Danny Denzongpa
Khoya,2015.0,82.0,Drama,7.5,77.0,Sami Khan,Rupak Ginn,Ravi Khanvilkar,Stephen McHattie
Khoya Khoya Chand,2007.0,131.0,"Drama, Romance",6.3,527.0,Sudhir Mishra,Shiney Ahuja,Soha Ali Khan,Rajat Kapoor
Khuda Hafiz,1983.0,91.0,Drama,8.1,27.0,Kidar Nath Sharma,Ratna Bhooshan,Shibana Dutta,Urmila Matondkar
Khuda Kasam,2010.0,160.0,"Action, Crime, Drama",3.2,100.0,K.C. Bokadia,Sunny Deol,Tabu,Beena Banerjee
Khud-Daar,1982.0,169.0,"Action, Drama",6.9,365.0,Ravi Tandon,Sanjeev Kumar,Amitabh Bachchan,Vinod Mehra
Khuddar,1994.0,167.0,"Action, Drama, Thriller",5.1,330.0,Iqbal Durrani,Govinda,Karisma Kapoor,Shakti Kapoor
Khudgarz,1987.0,158.0,Drama,5.8,293.0,Rakesh Roshan,Jeetendra,Shatrughan Sinha,Bhanupriya
Khufia Mahal,1964.0,140.0,"Adventure, Comedy, Drama",5.8,9.0,Aakkoo,Paidi Jairaj,Chitra,Mohan Sherry
Khule-Aam,1992.0,155.0,Action,5.8,17.0,Arun Dutt,Dharmendra,Shammi Kapoor,Neelam Kothari
Khullam Khulla Pyaar Karen,2005.0,155.0,Comedy,4.1,320.0,Harmesh Malhotra,Govinda,Preity Zinta,Prem Chopra
Khushboo,1975.0,132.0,"Drama, Romance",7.1,254.0,Gulzar,Jeetendra,Hema Malini,Durga Khote
Khwaab,1997.0,120.0,Drama,4.6,7.0,Azhar Hussain,Manisha Koirala,Gulshan Grover,Anupam Kher
Khwaabb,2014.0,90.0,"Drama, Romance, Sport",5.5,68.0,Zaid Ali Khan,Simer Motiani,Navdip Singh,Bajrangbali Singh
Khwab,1980.0,115.0,"Crime, Drama, Romance",5.9,27.0,Shakti Samanta,Yogeeta Bali,Birbal,Mithun Chakraborty
Khwab Sare Jhootey,2020.0,100.0,Drama,7.8,8.0,Deepak Baldev,Ajay Gautam,Harsh Kumar,Madhu Narayan
Khwahish,2003.0,152.0,"Drama, Romance, Musical",4.1,197.0,Govind Menon,Himanshu Malik,Mallika Sherawat,Shivaji Satam
Kid Krrish,2013.0,69.0,Animation,7.6,22.0,Sooraj M.K.,,,
Kid Krrish 2 - Mission Bhutan,2014.0,64.0,Animation,6.8,14.0,Indra Narayan Datta,,,
Killer,1992.0,160.0,"Action, Crime, Drama",6.3,124.0,Fazil,Nagarjuna Akkineni,Nagma,Sharada
Kinara,1977.0,139.0,"Drama, Romance",6.7,118.0,Gulzar,Jeetendra,Hema Malini,Dharmendra
Kinare Kinare,1963.0,111.0,"Drama, Romance",7.1,46.0,Chetan Anand,Dev Anand,Meena Kumari,Chetan Anand
King,2002.0,157.0,Action,6.1,91.0,Nassar,Sneha,Vikram,
King Kong,1962.0,142.0,"Action, Adventure, Comedy",6.3,38.0,Babubhai Mistry,Kumkum,Dara Singh,Chandrashekhar
Kings of The Wind & Electric Queens,2014.0,56.0,"Documentary, Western",6.2,16.0,Cédric Dupire,Gaspard Kuentz,,
"Kiran Bedi: Yes Madam, Sir",2008.0,95.0,Documentary,7.6,109.0,Megan Doneman,Kiran Bedi,Helen Mirren,
Kirayadar,1986.0,146.0,"Comedy, Drama",6.3,79.0,Basu Chatterjee,Raj Babbar,Padmini Kolhapure,Utpal Dutt
Kirket,2019.0,132.0,"Drama, Sport",7.5,270.0,Yogendra Singh,Kirti Azad,Sonam Chhabra,Sonu Jha
Kis Kis Ki Kismat,2004.0,142.0,"Comedy, Drama, Romance",2.5,140.0,Govind Menon,Mallika Sherawat,Rati Agnihotri,Kurush Deboo
Kis Kiss Ka Kissa,2017.0,84.0,Drama,5.6,12.0,Sameer Patil,Manav Gohil,Asawari Joshi,Sandeep Kulkarni
Kisaan,2009.0,100.0,"Action, Crime, Drama",5.3,286.0,Puneet Sira,Jackie Shroff,Sohail Khan,Arbaaz Khan
Kisan Aur Bhagwan,1974.0,142.0,"Action, Comedy, Drama",6.1,15.0,Chandrakant,Dara Singh,Feroz Khan,Yogeeta Bali
Kisan Kanya,1937.0,137.0,Drama,6.3,12.0,Moti B. Gidwani,Padmadevi,Jillo,Ghulam Mohammed
Kishen Kanhaiya,1990.0,160.0,"Action, Comedy, Drama",5.9,618.0,Rakesh Roshan,Vikas Anand,Bindu,Madhuri Dixit
Kismat,1995.0,149.0,"Musical, Family, Drama",5.1,70.0,Harmesh Malhotra,Rakhee Gulzar,Govinda,Mamta Kulkarni
Kismat,2004.0,143.0,"Action, Drama",3.7,451.0,Guddu Dhanoa,Bobby Deol,Priyanka Chopra Jonas,Kabir Bedi
Kismet,1943.0,143.0,Drama,7.4,93.0,Gyan Mukherjee,Ashok Kumar,Mumtaz Shanti,Shah Nawaz
Kismet Ka Khel,1956.0,137.0,"Action, Crime, Drama",6.1,10.0,Kishore Sahu,Sunil Dutt,Vyjayanthimala,Begum Para
Kismet Love Paisa Dilli,2012.0,129.0,"Adventure, Comedy, Crime",4.2,557.0,Sanjay M. Khanduri,Vivek Oberoi,Mallika Sherawat,Neha Dhupia
Kismetwala,1986.0,90.0,"Action, Drama",4.2,8.0,S.D. Narang,Mithun Chakraborty,Prem Chopra,Mohan Choti
Kiss Kis Ko,2004.0,119.0,Musical,4.6,20.0,Sharad Sharan,Chaitanya Bhosle,Sherrin Varghese,Bhumika Puri
Kissaa Kursee Kaa,1978.0,142.0,Drama,7.1,128.0,Amrit Nahata,Shabana Azmi,Raj Babbar,Chaman Bagga
Kisse Pyaar Karoon?,2009.0,123.0,"Action, Comedy, Crime",3.3,131.0,Ajay Chandhok,Arshad Warsi,Aashish Chaudhary,Yash Tonk
Kissebaaz,2019.0,122.0,"Action, Comedy, Crime",4.6,224.0,Annant Jaaitpaal,Pankaj Tripathi,Rahul Bagga,Anupriya Goenka
Kissi Se Na Kehna,1983.0,140.0,"Comedy, Romance",7.4,603.0,Hrishikesh Mukherjee,Farooq Shaikh,Deepti Naval,Utpal Dutt
Kitaab,1977.0,124.0,Drama,7.4,197.0,Gulzar,Uttam Kumar,Vidya Sinha,Shreeram Lagoo
Kitne Door... Kitne Paas,2002.0,146.0,"Comedy, Romance",4.5,299.0,Mehul Kumar,Fardeen Khan,Amrita Arora,Satish Shah
"Knock Knock, I'm Looking to Marry",2003.0,100.0,Comedy,5.5,32.0,Anita Udeep,Suhaas Ahuja,Radhi,
Ko: Yad,2012.0,90.0,Drama,7.9,13.0,Manju Borah,,,
Kodiparakkudu,1989.0,143.0,,5.8,102.0,Bharathiraja,A.R.S.,Amala Akkineni,Bhagya
Kohinoor,1960.0,151.0,"Action, Adventure, Comedy",6.8,150.0,S.U. Sunny,Dilip Kumar,Meena Kumari,Azim
Kohra,1993.0,173.0,"Mystery, Thriller",4.5,25.0,Partho Ghosh,Arman Kohli,Ayesha Jhulka,Pran
Kohraa,1964.0,153.0,"Drama, Musical, Mystery",6.7,134.0,Biren Nag,Biswajit Chatterjee,Waheeda Rehman,Lalita Pawar
Kohraam,1991.0,135.0,Action,5.5,26.0,Kuku Kohli,Sadashiv Amrapurkar,Mahesh Anand,Brahmachari
Kohram,1999.0,150.0,"Action, Comedy, Drama",5.4,603.0,Mehul Kumar,Amitabh Bachchan,Nana Patekar,Tabu
Koi Aap Sa: But Lovers Have to Be Friends,2005.0,142.0,"Comedy, Drama, Romance",5.2,232.0,Partho Mitra,Aftab Shivdasani,Anita Hassanandani Reddy,Dipannita Sharma
Koi Hai,2003.0,102.0,"Drama, Horror",2.4,9.0,Rajiv S. Ruia,Aman Verma,Shweta Menon,Rinku Ghosh
Koi Jaane Na,2021.0,141.0,Thriller,3.5,514.0,Amin Hajee,Kunal Kapoor,Amyra Dastur,Elli Avrram
Koi Jeeta Koi Haara,1976.0,124.0,"Drama, Romance",7.9,16.0,Samir Ganguly,Shashi Kapoor,Saira Banu,Farida Jalal
Koi Mere Dil Mein Hai,2005.0,128.0,"Drama, Romance",4.7,88.0,Deepak Ramsay,Dia Mirza,Sadashiv Amrapurkar,Raqesh Bapat
Koi Mere Dil Se Poochhe,2002.0,165.0,"Musical, Romance, Thriller",3.5,270.0,Vinay Shukla,Jaya Bachchan,Aftab Shivdasani,Sanjay Kapoor
Kondaveeti Raja,1986.0,140.0,"Action, Drama",6.3,304.0,K. Raghavendra Rao,Chiranjeevi,Mohan Babu,Satyanarayana Kaikala
Kondura (The Sage from the Sea),1978.0,137.0,Drama,7.4,51.0,Shyam Benegal,Anant Nag,Nirmala,Siddesh
Kora Kagaz,1974.0,125.0,"Drama, Musical, Family",7.4,241.0,Anil Ganguly,Vijay Anand,Jaya Bachchan,Achala Sachdev
Kosa,2020.0,85.0,Drama,7.3,15.0,Mohit Priyadarshi,Kunal Bhange,Sunil Chipde,Robin Das
Kottai Mariamman,2001.0,140.0,Drama,3.8,20.0,Ramanarayanan,Devayani,Diamber,Karan
Kottayam,2020.0,100.0,"Crime, Drama, Romance",6.9,13.0,Binu Bhaskar,Sreenath Janardhanan,Chinnu Kuruvila,Ravi Mathew
Koyelaanchal,2014.0,145.0,"Action, Drama",5.4,258.0,Ashu Trikha,Kannan Arunachalam,Biswanath Basu,Vinod Khanna
Kranti,1981.0,187.0,"Action, Adventure, Drama",7.2,865.0,Manoj Kumar,Dilip Kumar,Manoj Kumar,Shashi Kapoor
Kranti,2002.0,142.0,"Action, Drama",3.8,394.0,Naresh Malhotra,Vinod Khanna,Bobby Deol,Ameesha Patel
Krantikari,1997.0,140.0,"Action, Crime, Drama",6.3,47.0,Raghuram,Mithun Chakraborty,Rituparna Sengupta,Rajinikanth
Krantiveer: The Revolution,2010.0,159.0,"Action, Crime, Drama",4.6,19.0,Mehul Kumar,Jahan Bloch,Samir Aftab,Aditya Rajput
Krina,2018.0,130.0,Thriller,5.8,6.0,Shyamal K. Mishra,Parth Singh Chauhan,Tunisha Sharma,Inder Kumar
Krish Trish and Baltiboy: Face Your Fears,2017.0,65.0,Animation,7.8,28.0,Tilak Shetty,Deepak Chachra,Smita Malhotra,Tarun Ratnani
Krishan Avtaar,1993.0,180.0,Action,5.7,31.0,Ashok Gaekwad,Mithun Chakraborty,Somy Ali,Hashmat Khan
Krishna,1996.0,156.0,"Action, Drama, Romance",4.7,318.0,S. Deepak,Deepak S. Shivdasani,Sunil Shetty,Karisma Kapoor
Krishna Arjun,1997.0,130.0,Drama,6.6,23.0,Shailendra Shukla,Jeetendra,Vivek Mushran,Upasna Singh
Krishna Aur Kans,2012.0,117.0,"Animation, Action, Adventure",6.5,188.0,Vikram Veturi,Manoj Bajpayee,Harish Bhimani,Neetu Chaudhary
Kriya,2020.0,96.0,"Drama, Fantasy, Horror",6.5,29.0,Sidharth Srinivasan,Avantika Akerkar,M.D. Asif,Kishan Bahurupiya
Kroadh,1990.0,144.0,"Action, Crime, Drama",5.1,187.0,Shashilal K. Nair,Sanjay Dutt,Sunny Deol,Amrita Singh
Krodh,2000.0,141.0,"Action, Comedy, Drama",4.4,213.0,Ashok Honda,Sunil Shetty,Johnny Lever,Rambha
Krodhi,1981.0,159.0,"Action, Crime, Thriller",6.5,165.0,Subhash Ghai,Dharmendra,Shashi Kapoor,Zeenat Aman
Kshatriya,1993.0,187.0,"Action, Drama, War",5.9,575.0,J.P. Dutta,Sunil Dutt,Dharmendra,Vinod Khanna
Kshay,2011.0,92.0,Drama,6.7,302.0,Karan Gour,Rasika Dugal,Alekh Sangal,Sudhir Pednekar
Kucch Luv Jaisaa,2011.0,105.0,Drama,4.3,126.0,Shukla Barnali Ray,Shefali Shah,Om Puri,Rahul Bose
Kucch To Hai,2003.0,143.0,"Horror, Mystery",4.2,851.0,Anurag Basu,Anil v Kumar,Tusshar Kapoor,Esha Deol
Kuch Der Aur,2018.0,65.0,Drama,8.5,41.0,Anurag Kawatra,Meenu Kawatra,Saajan Kataria,Rajesh Navgain
Kuch Khatta Kuch Meetha,2007.0,140.0,Comedy,3.8,15.0,Basu Chatterjee,Sarvar Ahuja,Satish Kaushik,Anupam Kher
Kuch Khatti Kuch Meethi,2001.0,120.0,"Comedy, Drama, Romance",4.6,628.0,Rahul Rawail,Kajol,Rati Agnihotri,Rishi Kapoor
Kuch Kuch Locha Hai,2015.0,143.0,"Comedy, Drama",2.5,794.0,Devang Dholakia,Ram Kapoor,Sunny Leone,Evelyn Sharma
Kuch Pal Pyar Ke,2018.0,104.0,Drama,4.3,18.0,Viral H. Patel,Aamir,Tejas Gadhvi,Aamir Ghani
Kuch Tum Kaho Kuch Hum Kahein,2002.0,171.0,"Action, Drama, Romance",5.6,569.0,K. Ravi Shankar,Vikram Gokhale,Dinesh Hingoo,Adi Irani
Kuchh Bheege Alfaaz,2018.0,116.0,Romance,7.5,820.0,Onir,Geetanjali Thapa,Zain Khan Durrani,Shray Rai Tiwari
Kuchh Meetha Ho Jaye,2005.0,125.0,"Comedy, Romance",3.4,278.0,Samar Khan,Arshad Warsi,Mahima Chaudhry,Parvin Dabas
Kudiyon Ka Hai Zamaana,2006.0,112.0,Comedy,3.7,70.0,Amar Butala,Rekha,Mahima Chaudhry,Vasundhara Das
Kudrat,1981.0,164.0,"Drama, Mystery, Romance",6.9,315.0,Chetan Anand,Rajesh Khanna,Raaj Kumar,Hema Malini
Kudrat,1998.0,186.0,"Action, Drama, Romance",4.5,139.0,Raj N. Sippy,Akshaye Khanna,Urmila Matondkar,Maya Alagh
Kudrat Ka Kanoon,1987.0,150.0,Mystery,5.1,46.0,K.C. Bokadia,S.A. Chandrashekhar,Beena Banerjee,Ramesh Deo
Kuk Doo Koo,1985.0,107.0,Comedy,8.5,6.0,Parvati Menon,Chetan Hansraj,Laxmi Aishwarya,Aditya Gupte
Kuku Mathur Ki Jhand Ho Gayi,2014.0,109.0,"Comedy, Romance",5.3,243.0,Aman Sachdeva,Siddharth Gupta,Simran Kaur Mundi,Siddharth Bhardwaj
Kuldip Patwal: I Didn't Do It!,2017.0,128.0,"Crime, Drama, Mystery",6.6,614.0,Remy Kohli,Deepak Dobriyal,Gulshan Devaiah,Raima Sen
Kundan,1955.0,150.0,"Crime, Drama",6.5,16.0,Sohrab Modi,Sohrab Modi,Sunil Dutt,Nimmi
Kundan,1993.0,137.0,"Action, Drama",5.8,40.0,K.C. Bokadia,Dharmendra,Jaya Prada,Amrish Puri
Kunwara,2000.0,134.0,"Comedy, Drama, Romance",5.1,887.0,David Dhawan,Govinda,Urmila Matondkar,Nagma
Kunwara Baap,1974.0,137.0,"Comedy, Drama",7.2,368.0,Mehmood,Mehmood,Bharathi,Aachi Manorama
Kunwara Paying Guest,2007.0,86.0,Drama,5.7,7.0,Suresh Jain,Tanveer,Karishma,Urmila
Kurbaan,1991.0,133.0,"Action, Drama, Romance",4.2,531.0,Deepak Bahry,Sunil Dutt,Kabir Bedi,Salman Khan
Kurukshetra,2000.0,129.0,"Action, Crime, Drama",6.0,996.0,Mahesh Manjrekar,Mukesh Rishi,Sanjay Dutt,Mahima Chaudhry
Kuselan,2008.0,165.0,"Comedy, Drama, Family",4.7,915.0,P. Vasu,Rajinikanth,Pasupathy,Meena
Kushti,2010.0,121.0,Comedy,4.3,171.0,Rajeev Kumar,Rajpal Yadav,Nargis Bagheri,Om Puri
Kutte Ki Dum,2018.0,143.0,Comedy,8.9,10.0,Sunil Patel,Raz Rehman Ali,Jass Boparai,Tanya Daang
Kya Love Story Hai,2007.0,120.0,"Comedy, Drama, Romance",3.6,346.0,Lovely Singh,Tusshar Kapoor,Ayesha Takia,Karan Hukka
Kya Yahi Sach Hai,2011.0,142.0,"Crime, Drama, Thriller",6.1,22.0,Y.P. Singh,Gurpreet Kaur Chadha,Shalini Chandran,T.K. Chowdhary
Kya Yehi Pyaar Hai,2002.0,145.0,"Drama, Romance",3.9,441.0,K. Muralimohana Rao,Jackie Shroff,Aftab Shivdasani,Ameesha Patel
Laadli,2001.0,97.0,Family,8.8,5.0,Mazahir Rahim,Kireet Khurana,,
Laadli Laila,2011.0,87.0,Comedy,5.8,56.0,Murali Nair,Raghuvir Yadav,Sheila Naidu,Saurab Gharipurikar
Laali,2019.0,45.0,Drama,6.6,18.0,Abhiroop Basu,Ekavali Khanna,Pankaj Tripathi,
Laali Ki Shaadi Mein Laaddoo Deewana,2017.0,130.0,"Comedy, Drama, Musical",3.4,130.0,Manish Harishankar,Gurmeet Choudhary,Bharat Dungrani,Akshara Haasan
Laat Saab,1992.0,126.0,"Action, Crime, Drama",3.2,23.0,Sunil Agnihotri,Ishrat Ali,Asrani,Sharokh Bharucha
Laawaris,1999.0,117.0,"Action, Crime, Drama",4.4,151.0,Shrikant Sharma,Jackie Shroff,Dimple Kapadia,Akshaye Khanna
Lab Kush,1966.0,125.0,Family,6.4,7.0,Ashok Chattopadhyay,Master Shankar,Master Sushobhan,Asitbaran
Ladies First,2014.0,106.0,Romance,3.6,20.0,Ashok Mehta,Ruby Ahmed,Khushboo Khan,Gautmi
Ladies Tailor,1981.0,148.0,Comedy,5.8,27.0,Khalid Akhtar,Sanjeev Kumar,Reena Roy,Amjad Khan
Ladies Tailor,2006.0,117.0,Comedy,3.6,125.0,Udyakanth,Javed Abdi,Krishna Bhatt,Preeti Bhutani
Ladki,1953.0,161.0,Comedy,5.9,16.0,M.V. Raman,Vyjayanthimala,Anjali Devi,Bharat Bhushan
Lafange,1975.0,137.0,"Drama, Family",6.2,22.0,Harmesh Malhotra,Randhir Kapoor,Mumtaz,Pran
Lagna Pahave Karun,2013.0,125.0,Romance,6.5,55.0,Ajay Naik,Umesh Kamat,Mukta Barve,Siddharth Chandekar
Lagori,2017.0,48.0,"Drama, Mystery, Thriller",7.2,13.0,K Sukumar,Abhijeet K.,Kainat Ahmed,Akash
Lahoo Ke Do Rang,1997.0,172.0,"Action, Drama",4.5,611.0,Mehul Kumar,Naseeruddin Shah,Akshay Kumar,Karisma Kapoor
Lahore,2010.0,145.0,"Action, Drama, Sport",6.3,514.0,Sanjay Puran Singh Chauhan,Farooq Shaikh,Nafisa Ali,Aanaahad
Lahore Confidential,2021.0,68.0,"Crime, Drama, Thriller",2.8,522.0,Kunal Kohli,Richa Chadha,Nikhat Khan,Abdullah Osman
Lahu Ke Do Rang,1979.0,139.0,"Action, Drama",6.1,87.0,Mahesh Bhatt,Vinod Khanna,Shabana Azmi,Danny Denzongpa
Laila,2005.0,119.0,"Crime, Thriller",3.4,39.0,Vicky G.,Payal Rohatgi,Farid Amiri,Chery Shety
Laila Majnu,1953.0,132.0,Romance,8.0,25.0,K. Amarnath,Shammi Kapoor,Nutan,Ulhas
Lajwanti,1958.0,120.0,"Drama, Family",7.3,43.0,Narendra Suri,Nargis,Balraj Sahni,Kumari Naaz
Lajwanti,2014.0,63.0,"Drama, Romance",6.9,17.0,Pushpendra Singh,Sanghmitra Hitaishi,Pushpendra Singh,Sugna Devi
Lakeer - Forbidden Lines,2004.0,170.0,"Action, Romance",4.4,932.0,Ahmed Khan,Sunny Deol,Sunil Shetty,Sohail Khan
Lakeer Ka Fakeer,2013.0,113.0,Crime,5.4,129.0,Zubair Khan,Vicky Ahuja,Saaikat Bagbaan,Ajaz Khan
Lakhon Ki Baat,1984.0,136.0,"Comedy, Musical, Romance",6.8,126.0,Basu Chatterjee,Sanjeev Kumar,Farooq Shaikh,Anita Raj
Lakhon Me Ek,1971.0,155.0,"Comedy, Drama",7.0,69.0,S.S. Balan,Mehmood,Pran,Ramesh Deo
Lakshmanrekha,1991.0,133.0,Drama,4.7,37.0,Sunil Sikand,Naseeruddin Shah,Jackie Shroff,Sangeeta Bijlani
Lakshmi,1982.0,134.0,Drama,5.0,10.0,B.S. Thapa,Reena Roy,Raj Babbar,Ranjeet
Lal Baadshah,1999.0,180.0,"Action, Drama",3.2,588.0,K.C. Bokadia,Amitabh Bachchan,Manisha Koirala,Shilpa Shetty Kundra
Lal Bangla,1966.0,135.0,Mystery,5.7,14.0,Jugal Kishore,Prithviraj Kapoor,Sheikh Mukhtar,Sujit Kumar
Lal Bhi Udhaas Ho Sakta Hai,2015.0,60.0,Documentary,6.6,5.0,Amit Dutta,Ram Kumar,,
Lal Kothi,1978.0,123.0,Thriller,6.2,16.0,Batra Mohinder,Kanak Mukherjee,Tanuja,Ranjit Mallick
Lal Patthar,1971.0,148.0,Drama,6.5,117.0,Sushil Majumdar,Raaj Kumar,Hema Malini,Rakhee Gulzar
Lal Quila,1960.0,134.0,Thriller,6.3,9.0,Nanabhai Bhatt,Paidi Jairaj,Helen,Kamal Kapoor
Lal Salaam,2002.0,131.0,"Musical, Action, Drama",6.7,88.0,Gaganvihari Borate,Nandita Das,Sharad S. Kapoor,Makrand Deshpande
Lala Hardaul,2012.0,147.0,History,7.4,8.0,Devendra Bhagat,Sachendra Choubey,Divyanka Tripathi Dahiya,Prince Khan
Lambu Dada,1992.0,142.0,"Action, Crime, Drama",4.6,18.0,Sharad Chaudhary,Master Akash,Mahesh Anand,Kabir Bedi
Lamhaa: The Untold Story of Kashmir,2010.0,152.0,"Action, Drama, Thriller",5.0,626.0,Rahul Dholakia,Sanjay Dutt,Bipasha Basu,Kunal Kapoor
Land of the Gods,2016.0,92.0,Drama,7.3,278.0,Goran Paskaljevic,Victor Banerjee,Geetanjali Thapa,Uttara Baokar
Lanka,2011.0,107.0,"Action, Crime, Drama",5.8,205.0,Maqbool Khan,Manoj Bajpayee,Arjan Bajwa,Tia Bajpai
Lashkar,1989.0,176.0,"Action, Crime, Drama",5.8,43.0,Jagdish Kadar,Kader Kashmiri,Dev Anand,Javed Jaffrey
Lashtam Pashtam,2018.0,108.0,Drama,6.0,77.0,Manav Bhalla,Dolly Ahluwalia,Priyanshu Chatterjee,Tisca Chopra
Last Chance: The Moment I Finally Embraced the Futility of Existence,2019.0,74.0,"Comedy, Drama",8.8,10.0,Ronit Jadhav,Ronit Jadhav,Rohit D'Souza,Darshil Gandhi
Lateef,2013.0,118.0,"Action, Crime, Drama",3.4,124.0,Israr Ahmed,Nawazuddin Siddiqui,Kader Khan,Murli Sharma
Lateef to laden,2018.0,92.0,Comedy,6.6,7.0,Shahid Kazmi,Sajad Khaki,Tariq Imtyaz,Mushtaq Ali
Latt Saheb,1967.0,160.0,"Comedy, Drama, Musical",6.5,50.0,Hari Walia,Shammi Kapoor,Nutan,Prem Chopra
Lav Kush,1997.0,110.0,"Adventure, Drama, Fantasy",6.0,22.0,V. Madhusudan Rao,Jeetendra,Jaya Prada,Arun Govil
Lava Kusa: The Warrior Twins,2010.0,120.0,Animation,6.6,32.0,Dhavala Satyam,Natalie DP,Arun Govil,Robert Lang
Lavanya Preeti,1993.0,90.0,Drama,5.2,9.0,Apurba Kishore Bir,Aditi Bir,Saumysri Misra,Tara Shankar Misra
Le Gaya Saddam,2012.0,113.0,Comedy,6.2,18.0,Amjad Khan,Shahbaz Baweja,Umesh Gautam,Nandini Jumani
Le Halua Le,2012.0,125.0,"Comedy, Drama, Romance",5.3,199.0,Raja Chanda,Laboni Sarkar,Payel Sarkar,Subhasish Mukherjee
Le Lotta,2017.0,123.0,"Comedy, Drama",6.5,15.0,Manish Mitra,,,
